time,building,meter,avgVoltage,currentA,currentB,currentC,powerA,powerB,powerC
2022-08-17 16:30:00,NAG,NAG02,,,,,(56.41666666666666-26.416666666666668j),(60.333333333333336-29.58333333333333j),(57-30.666666666666668j)
2022-08-17 16:35:00,NAG,NAG02,,,,,(54-26j),(57.92307692307692-28.615384615384617j),(55.23076923076923-30.15384615384616j)
2022-08-17 16:40:00,NAG,NAG02,,,,,(57.2-27.066666666666663j),(61.8-30.266666666666666j),(58.333333333333336-31.4j)
2022-08-17 16:45:00,NAG,NAG02,,,,,(59.91666666666666-27.416666666666668j),(64.5-30.916666666666668j),(60.5-32j)
2022-08-17 16:50:00,NAG,NAG02,,,,,(61.92307692307692-27.923076923076923j),(66.38461538461539-31.384615384615383j),(62.30769230769231-32.46153846153846j)
2022-08-17 16:55:00,NAG,NAG02,,,,,(62.4-28.133333333333333j),(66.53333333333333-31.266666666666666j),(62.8-32.266666666666666j)
2022-08-17 17:00:00,NAG,NAG02,,,,,(61.23076923076923-27.76923076923077j),(65.46153846153847-30.76923076923077j),(62.07692307692308-32j)
2022-08-17 17:05:00,NAG,NAG02,,,,,(55.333333333333336-26.416666666666668j),(59.25-29.416666666666668j),(56.25-30.33333333333333j)
2022-08-17 17:10:00,NAG,NAG02,,,,,(56.1875-26.625j),(60.3125-29.5625j),(57-30.75j)
2022-08-17 17:15:00,NAG,NAG02,,,,,(59.07142857142857-27.071428571428573j),(63.71428571428572-30.428571428571427j),(60.07142857142857-31.857142857142858j)
2022-08-17 17:20:00,NAG,NAG02,,,,,(60.75-27.625j),(65.375-31j),(61.5-32j)
2022-08-17 17:25:00,NAG,NAG02,,,,,(65.71428571428571-26.857142857142858j),(69.85714285714286-30.285714285714285j),(65.85714285714286-31.285714285714285j)
2022-08-17 17:30:00,NAG,NAG02,,,,,(60.66666666666666-26.666666666666668j),(64.61111111111111-29.666666666666668j),(61.05555555555556-30.61111111111111j)
2022-08-17 17:35:00,NAG,NAG02,,,,,(52.583333333333336-25.33333333333333j),(56.5-28.166666666666668j),(53.41666666666666-29.166666666666668j)
2022-08-17 17:40:00,NAG,NAG02,,,,,(53.41666666666666-25.666666666666668j),(57.41666666666666-28j),(54.66666666666666-29.166666666666668j)
2022-08-17 17:45:00,NAG,NAG02,,,,,(62.54545454545455-26.454545454545453j),(66.27272727272727-29.09090909090909j),(63.36363636363637-30.181818181818183j)
2022-08-17 17:50:00,NAG,NAG02,,,,,(62.81818181818182-28j),(66.9090909090909-31.363636363636363j),(63-32.18181818181818j)
2022-08-17 17:55:00,NAG,NAG02,,,,,(54.85714285714285-26.428571428571427j),(59.42857142857143-29.5j),(55.85714285714285-30.642857142857142j)
2022-08-17 18:00:00,NAG,NAG02,,,,,(51.785714285714285-24.928571428571427j),(55.92857142857143-27.785714285714285j),(52.85714285714285-29.071428571428573j)
2022-08-17 18:05:00,NAG,NAG02,,,,,(52-25.4j),(55.8-27.9j),(53.3-29.2j)
2022-08-17 18:10:00,NAG,NAG02,,,,,(55.71428571428572-26.285714285714285j),(59.71428571428572-29j),(56.85714285714285-30.285714285714285j)
2022-08-17 18:15:00,NAG,NAG02,,,,,(64.72727272727273-27.27272727272728j),(68.72727272727273-30j),(65.45454545454545-31.181818181818183j)
2022-08-17 18:20:00,NAG,NAG02,,,,,(62.266666666666666-26.53333333333333j),(66.4-29.266666666666666j),(63.333333333333336-30.33333333333333j)
2022-08-17 18:25:00,NAG,NAG02,,,,,(55-25.1j),(59.3-28j),(55.8-29.2j)
2022-08-17 18:30:00,NAG,NAG02,,,,,(42.25-21.166666666666668j),(46.083333333333336-23.5j),(43.5-24.666666666666668j)
2022-08-17 18:35:00,NAG,NAG02,,,,,(13.5-10.1j),(16.1-11.2j),(14.8-11.8j)
2022-08-17 18:40:00,NAG,NAG02,,,,,(22.15384615384616-11.153846153846152j),(24.307692307692307-12.076923076923077j),(22.846153846153847-12.615384615384617j)
